product_id;name;sku;ean;manufacturer_name;description;features;images_urls
251407039;Gniazdo pojedyncze z uziemieniem biały GP-1UZ/m/00 Ospel Aria;GP-1UZ/m/00/OSP;5907577482237;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p>Ospel Aria gniazdo pojedyncze z/u biały GP-1UZ/m/00</p><p>Standardowe gniazdo elektryczne pojedyncze z bolcem uziemiającym. Do kompletu wymagana ramka. Można stosować do systemów ramkowych wielokrotnych.</p><p>Dane techniczne produktu:</p><p>Prąd znamionowy: 16A</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP20</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni: Naturalny</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Gwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 38</p><p>Głębokość wbudowania (mm): 26</p><p>Ilość w opakowaniu zbiorczym [szt.]: 10</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.07</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 162</p><p>Długość opakowania zbiorczego (mm): 237</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/31d5ab7b61ec7d961bc2c49e31a59348.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Przeznaczenie"":""Elektryczne"",""Marka"":""Ospel"",""Liczba gniazdek"":""1"",""Typ gniazda"":""Gniazdo"",""Uziemienie"":""Z uziemieniem"",""Kolor"":""biały"",""Rodzaj gniazda"":""ścienne"",""Kod producenta"":""GP-1UZ/m/00"",""EAN (GTIN)"":""5907577482237""}";https://upload.cdn.baselinker.com/products/3006376/dfaf98496f2b40e5922c0c9472930f8d.jpg
251407040;Gniazdo pojedyncze z uziemieniem czarny mat GP-1UZ/m/33 Ospel Aria;GP-1UZ/m/33/OSP;5907577484101;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria gniazdo pojedyncze z/u czarny metalik GP-1UZ/m/33</b></p><p>Standardowe gniazdo elektryczne pojedyncze z bolcem uziemiającym. Do kompletu wymagana ramka. Można stosować do systemów ramkowych wielokrotnych.</p><p><b>Dane techniczne produktu:</b></p><p>Prąd znamionowy: 16A</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP20</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni: Lakierowanie</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Gwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 38</p><p>Głębokość wbudowania (mm): 26</p><p>Ilość w opakowaniu zbiorczym [szt.]: 4</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.07</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/ee7324395e6cd20eb95944b0be64d8b6.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Przeznaczenie"":""Elektryczne"",""Marka"":""Ospel"",""Liczba gniazdek"":""1"",""Typ gniazda"":""Gniazdo"",""Uziemienie"":""Z uziemieniem"",""Kolor"":""inny kolor"",""Rodzaj gniazda"":""ścienne"",""Informacje dodatkowe"":""gniazdo rozbieralne"",""Kod producenta"":""GP-1UZ/m/33"",""EAN (GTIN)"":""5907577484101""}";https://upload.cdn.baselinker.com/products/3006376/7354a12fdac4f83f3839d24c6c3f18f2.jpg
251407041;Gniazdo hermetyczne IP-44 klapka dymna, czarny mat GPH-1UZ/m/33/d Ospel Aria;GPH-1UZ/m/33/d/OSP;5907577484149;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria gniazdo z/u IP-44 klapka dymna, czarny metalik GPH-1UZ/m/33/d</b></p><p>Gniazdo hermetyczne z klapką przystosowane do montażu w miejscach o podwyższonej wilgotności np. w łazience. Do kompletu wymagana ramka. Można stosować do systemów ramkowych wielokrotnych.</p><p><b>Dane techniczne produktu:</b></p><p>Prąd znamionowy: 16A</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP44</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni: Lakierowanie</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Gwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 42</p><p>Głębokość wbudowania (mm): 24</p><p>Ilość w opakowaniu zbiorczym [szt.]: 4</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.08</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/c59cb0e6b1d6c6c1c1a869dd3cea882c.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Przeznaczenie"":""Elektryczne"",""Marka"":""Ospel"",""Liczba gniazdek"":""1"",""Typ gniazda"":""Gniazdo"",""Uziemienie"":""Z uziemieniem"",""Kolor"":""czarny"",""Rodzaj gniazda"":""ścienne"",""Kod producenta"":""GPH-1UZ/m/33/d"",""EAN (GTIN)"":""5907577484149""}";https://upload.cdn.baselinker.com/products/3006376/d19d5dd35a986637f6a3e7e49b38089f.jpg
251407042;Przycisk podwójny zwierny biały ŁP-17U/m/00 Ospel Aria;ŁP-17U/m/00/OSP;5907577482176;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria łącznik podwójny zwierny biały ŁP-17U/m/00</b></p><p>Łącznik wyposażony w dwa klawisze, działające jako dwa niezależne przyciski zwierne - odbijające. Służy do łączenia dwóch oddzielnych obwodów z dwóch niezależnych zasilań.</p><p><b>Dane techniczne produktu:</b></p><p>Prąd znamionowy: 10AX</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP20</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni:Naturalny</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Bezgwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 40</p><p>Głębokość wbudowania (mm): 25</p><p>Ilość w opakowaniu zbiorczym [szt.]: 10</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.07</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/46fb4fe0fe293338c977462ceb3bf131.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Rodzaj produktu"":""wyłącznik podwójny"",""Typ"":""Podtynkowy"",""Marka"":""Ospel"",""Rodzaj"":""wyłącznik"",""Liczba klawiszy"":""Podwójny"",""Kolor"":""biały"",""Kod producenta"":""ŁP-17U/m/00"",""EAN (GTIN)"":""5907577482176""}";https://upload.cdn.baselinker.com/products/3006376/b367e56d92ba6ebacf254a6d63a7b4b1.jpg
251407043;Przycisk podwójny zwierny czarny mat ŁP-17U/m/33 Ospel Aria;ŁP-17U/m/33/OSP;5907577484040;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria łącznik podwójny zwierny czarny metalik ŁP-17U/m/33</b></p><p>Łącznik wyposażony w dwa klawisze, działające jako dwa niezależne przyciski zwierne - odbijające. Służy do łączenia dwóch oddzielnych obwodów z dwóch niezależnych zasilań.</p><p><b>Dane techniczne produktu:</b></p><p>Prąd znamionowy: 10AX</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP20</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni: Lakierowanie</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Bezgwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 40</p><p>Głębokość wbudowania (mm): 25</p><p>Ilość w opakowaniu zbiorczym [szt.]: 4</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.07</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/bf221ee4fd77e3db529ff7face3fda5e.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Rodzaj produktu"":""wyłącznik podwójny"",""Typ"":""Podtynkowy"",""Marka"":""Ospel"",""Rodzaj"":""wyłącznik"",""Liczba klawiszy"":""Podwójny"",""Kolor"":""czarny"",""Kod producenta"":""ŁP-17U/m/33"",""EAN (GTIN)"":""5907577484040""}";https://upload.cdn.baselinker.com/products/3006376/83066c630d0f5add377af1f44dacbc02.jpg
251407044;Łącznik jednobiegunowy czarny mat ŁP-1U/m/33 Ospel Aria;ŁP-1U/m/33/OSP;5907577483913;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria łącznik jednobiegunowy czarny metalik ŁP-1U/m/33</b></p><p>Standardowy wyłącznik pojedynczy wyposażony w jeden klawisz umożliwiający załączanie i wyłączanie w obrębie jednego obwodu. Stosowany w pomieszczeniach jako przełącznik oświetlenia.</p><p><b>Dane techniczne produktu:</b></p><p>Prąd znamionowy: 10AX</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP20</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni: Lakierowanie</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Bezgwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 40</p><p>Głębokość wbudowania (mm): 25</p><p>Ilość w opakowaniu zbiorczym [szt.]: 4</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.07</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/195723959ba69c9d91c8fb9581751a44.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Rodzaj produktu"":""wyłącznik pojedynczy"",""Typ"":""Podtynkowy"",""Marka"":""Ospel"",""Rodzaj"":""wyłącznik"",""Kolor"":""czarny"",""Kod producenta"":""ŁP-1U/m/33"",""EAN (GTIN)"":""5907577483913""}";https://upload.cdn.baselinker.com/products/3006376/30aad343962f0dcf88b6d7e1f2285b57.jpg
251407045;Przycisk zwierny czarny mat ŁP-21U/m/33 Ospel Aria;ŁP-21U/m/33/OSP;5907577483975;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria łącznik zwierny czarny metalik ŁP-21U/m/33</b></p><p>Łącznik działa jako przycisk zwierny, odbijający. Klawisz bez piktogram</p><p><b>Dane techniczne produktu:</b></p><p>Prąd znamionowy: 10AX</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP20</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni: Lakierowanie</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Bezgwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 40</p><p>Głębokość wbudowania (mm): 25</p><p>Ilość w opakowaniu zbiorczym [szt.]: 4</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.07</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/ff1e82b6aa473ef69c71c50220049a0e.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Rodzaj produktu"":""wyłącznik pojedynczy"",""Typ"":""Podtynkowy"",""Marka"":""Ospel"",""Rodzaj"":""wyłącznik"",""Liczba klawiszy"":""Pojedynczy"",""Kolor"":""czarny"",""Kod producenta"":""ŁP-21U/m/33"",""EAN (GTIN)"":""5907577483975""}";https://upload.cdn.baselinker.com/products/3006376/ded6b903803a525c586e28035d36384b.jpg
251407046;Łącznik świecznikowy czarny mat ŁP-2U/m/33 Ospel Aria;ŁP-2U/m/33/OSP;5907577483920;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria łącznik świecznikowy czarny metalik ŁP-2U/m/33</b></p><p>Łącznik wyposażony w dwa klawisze, umożliwiający łączenie dwóch niezależnych obwodów oświetleniowych ze wspólnego (jedno) zasilania. Używany najczęściej do załączania żyrandoli (podzielonych na dwie strefy).</p><p><b>Dane techniczne produktu:</b></p><p>Prąd znamionowy: 10AX</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP20</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni: Lakierowanie</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Bezgwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 40</p><p>Głębokość wbudowania (mm): 25</p><p>Ilość w opakowaniu zbiorczym [szt.]: 4</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.08</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/fb75a8394f458996c3e2a9d90dd58fd7.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Rodzaj produktu"":""wyłącznik pojedynczy"",""Typ"":""Podtynkowy"",""Marka"":""Ospel"",""Rodzaj"":""wyłącznik"",""Liczba klawiszy"":""Pojedynczy"",""Kolor"":""czarny"",""Kod producenta"":""ŁP-2U/m/33"",""EAN (GTIN)"":""5907577483920""}";https://upload.cdn.baselinker.com/products/3006376/1e925a96f9682d3424056a5cdccbab79.jpg
251407047;Łącznik schodowy czarny mat ŁP-3U/m/33 Ospel Aria;ŁP-3U/m/33/OSP;5907577483937;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria łącznik schodowy czarny metalik ŁP-3U/m/33</b></p><p>Łącznik, który w parze z drugim łącznikiem schodowym pozwala sterować oświetleniem z dwóch różnych miejsc. Przełączenie jednego z pary powoduje zmianę stanu obwodu (otwarty/zamknięty) na stan przeciwny. Używany na klatkach schodowych lub korytarzach np. można włączyć światło na parterze i wyłączyć je na wyższym piętrze.</p><p><b>Dane techniczne produktu:</b></p><p>Prąd znamionowy: 10AX</p><p>Napięcie znamionowe: 250V</p><p>Stopień ochrony (IP): IP20</p><p>Sposób montażu: Montaż podtynkowy pazurkowy /-śrubowy</p><p>Materiał: Tworzywo sztuczne, metal</p><p>Wykończenie powierzchni: Lakierowanie</p><p>Podświetlenie: Brak</p><p>Typ zacisków: Bezgwintowe</p><p>Szerokość osprzętu (mm): 71</p><p>Wysokość osprzętu (mm): 71</p><p>Głębokość osprzętu (mm): 40</p><p>Głębokość wbudowania (mm): 25</p><p>Ilość w opakowaniu zbiorczym [szt.]: 4</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.08</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/a6e40cc93bf6166ef8490b072f39937e.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Rodzaj produktu"":""wyłącznik schodowy"",""Typ"":""Podtynkowy"",""Marka"":""Ospel"",""Rodzaj"":""wyłącznik"",""Kolor"":""czarny"",""Kod producenta"":""ŁP-3U/m/33"",""EAN (GTIN)"":""5907577483937""}";https://upload.cdn.baselinker.com/products/3006376/8389170059d3e26ee7deb257547885f8.jpg
251407048;Ramka pojedyncza biały R-1U/00 Ospel Aria;R-1U/00/OSP;5907577482763;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria ramka pojedyncza biały R-1U/00</b></p><p>Ramki do serii Aria są ramkami uniwersalnymi, umożliwiającymi montaż zarówno w pionie jak i poziomie.</p><p><b>Dane techniczne produktu:</b></p><p>Stopień ochrony (IP): IP20</p><p>Materiał: Tworzywo sztuczne</p><p>Wykończenie powierzchni: Naturalny</p><p>Podświetlenie: Brak</p><p>Szerokość osprzętu (mm): 82</p><p>Wysokość osprzętu (mm): 82</p><p>Głębokość osprzętu (mm): 9</p><p>Ilość w opakowaniu zbiorczym [szt.]: 10</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.02</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 140</p><p>Długość opakowania zbiorczego (mm): 162</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/a67b31c5c870efa8bc81880da29956e3.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Rodzaj"":""pojedyncza"",""Marka"":""Ospel"",""Kolor"":""biały"",""Materiał"":""tworzywo sztuczne"",""Kod producenta"":""R-1U/00"",""EAN (GTIN)"":""5907577482763""}";https://upload.cdn.baselinker.com/products/3006376/e8867dee6657f49e0f51f8d5a1375384.jpg
251407049;Ramka podwójna czarny mat R-2U/33 Ospel Aria;R-2U/33/OSP;5907577484620;OSPEL;"<section class=""section"">
	<div class=""item item-12"">
		<section class=""text-item"">
<p>Seria Aria to połączenie nowoczesnego wzornictwa i idealnych proporcji. Oryginalności produktom dodają wewnętrzne ramki ozdobne. Dzięki nim można wprowadzać delikatne akcenty kolorystyczne, personalizując osprzęt zgodnie ze swoimi upodobaniami. Podświetlenie łączników w serii Aria jest nie tylko praktyczne, ale i ciekawe stylistycznie. Otaczająca klawisze ramka daje atrakcyjny wizualnie efekt, a do wyboru mamy aż 7 kolorów podświetleń.</p><p><b>Ospel Aria ramka podwójna czarny metalik R-2U/33</b></p><p>Ramki do serii Aria są ramkami uniwersalnymi, umożliwiającymi montaż zarówno w pionie jak i poziomie.</p><p><b>Dane techniczne produktu:</b></p><p>Stopień ochrony (IP): IP20</p><p>Materiał: Tworzywo sztuczne</p><p>Wykończenie powierzchni: Lakierowanie</p><p>Podświetlenie: Brak</p><p>Szerokość osprzętu (mm): 153</p><p>Wysokość osprzętu (mm): 82</p><p>Głębokość osprzętu (mm): 9</p><p>Ilość w opakowaniu zbiorczym [szt.]: 10</p><p>Typ opakowania jednostkowego: Zawieszka</p><p>Wysokość opakowania jednostkowego (mm): 140</p><p>Szerokość opakowania jednostkowego (mm): 90</p><p>Waga wyrobu (kg): 0.03</p><p>Typ opakowania zbiorczego: Pudełko</p><p>Wysokość opakowania zbiorczego (mm): 90</p><p>Szerokość opakowania zbiorczego (mm): 162</p><p>Długość opakowania zbiorczego (mm): 237</p>
		</section>
	</div>
</section>

<section class=""section"">
	<div class=""item item-12"">
		<section class=""image-item""><img src=""https://upload.cdn.baselinker.com/products/3006376/516bf538b70119263b44a5e6046698ec.jpg""></section>
	</div>
</section>

";"{""Stan"":""Nowy"",""Rodzaj"":""podwójna"",""Marka"":""Ospel"",""Kolor"":""czarny"",""Materiał"":""tworzywo sztuczne"",""Kod producenta"":""R-2U/33"",""EAN (GTIN)"":""5907577484620""}";https://upload.cdn.baselinker.com/products/3006376/24fde791b8d0eda4b102872645cb325f.jpg
